,ReportDate,TotalCases,CaseDelta,TotalTests,TestsDelta,PosTestPercent,PosPercentDiff,NegativeTests,NegDelta,bedsTotal,bedsAcute,bedsICU,bedsDelta,total_hospitalized,hospitalizedDelta,total_released,releasedDelta,caseAfrAmer,caseWhite,caseHispanic,caseAsian,caseOther,caseNotAVail,deaths,deathsDelta,deathDOD,deathAfrAmer,deathWhite,deathHispanic,pDeath70to79,pDeath80plus,pDeathAgeUnknown,pDeathGenMale,pDeathGenFemale,pDeathGenUnkn,pDeathAfrAmer,pDeathWhite,pDeathHispanic,pDeathAsian,pDeathOther,pDeathNotAvail
163,08/14/2020 02:00:00 PM,98875,715,1557609.0,24137.0,3.41,0.05,1011398.0,14464.0,457.0,350.0,107.0,-13.0,13508.0,45.0,5962.0,0.0,31356.0,21800.0,24465.0,1805.0,4338.0,15111.0,3495.0,12.0,6.0,1433.0,1475.0,406.0,25.0,75.0,0.0,66.0,70.0,0.0,53.0,67.0,10.0,6.0,0.0,0.0
164,08/15/2020 02:00:00 PM,99693,818,1591210.0,33601.0,3.48,0.07,1027959.0,16561.0,460.0,353.0,107.0,3.0,13556.0,48.0,5995.0,33.0,31693.0,22014.0,24593.0,1823.0,4368.0,15202.0,3499.0,4.0,8.0,1437.0,1477.0,407.0,25.0,75.0,1.0,67.0,70.0,0.0,53.0,67.0,10.0,6.0,0.0,1.0
165,08/16/2020 02:00:00 PM,100212,519,1616782.0,25572.0,3.46,-0.01,1042198.0,14239.0,475.0,360.0,115.0,15.0,13614.0,58.0,6004.0,9.0,31912.0,22168.0,24672.0,1832.0,4381.0,15247.0,3502.0,3.0,3.0,1440.0,1480.0,408.0,25.0,75.0,1.0,67.0,70.0,0.0,53.0,67.0,10.0,6.0,0.0,1.0
166,08/17/2020 02:00:00 PM,100715,503,1645642.0,28860.0,3.63,0.17,1056897.0,14699.0,435.0,329.0,106.0,-40.0,13658.0,44.0,6008.0,4.0,32109.0,22322.0,24733.0,1849.0,4396.0,15306.0,3504.0,2.0,8.0,1439.0,1482.0,408.0,25.0,75.0,1.0,67.0,70.0,0.0,53.0,67.0,10.0,6.0,0.0,1.0
167,08/18/2020 02:00:00 PM,101235,520,1661701.0,16059.0,3.84,0.21,1066070.0,9173.0,453.0,351.0,102.0,18.0,13698.0,40.0,6008.0,0.0,32296.0,22450.0,24809.0,1862.0,4413.0,15405.0,3511.0,7.0,8.0,1441.0,1485.0,409.0,25.0,77.0,1.0,69.0,70.0,0.0,53.0,67.0,10.0,6.0,0.0,3.0
168,08/19/2020 02:00:00 PM,101649,414,1675530.0,13829.0,3.68,-0.16,1074119.0,8049.0,475.0,368.0,107.0,22.0,13744.0,46.0,6030.0,22.0,32440.0,22581.0,24859.0,1863.0,4433.0,15473.0,3522.0,11.0,5.0,1443.0,1489.0,412.0,25.0,77.0,1.0,69.0,70.0,0.0,53.0,68.0,10.0,6.0,0.0,2.0
169,08/20/2020 02:00:00 PM,102229,580,1693571.0,18041.0,3.72,0.04,1085447.0,11328.0,455.0,348.0,107.0,-20.0,13785.0,41.0,6040.0,10.0,32651.0,22735.0,24952.0,1869.0,4468.0,15554.0,3531.0,9.0,6.0,1447.0,1493.0,412.0,25.0,75.0,1.0,67.0,71.0,0.0,53.0,67.0,10.0,6.0,0.0,2.0
170,08/21/2020 02:00:00 PM,102899,670,1722957.0,29386.0,3.71,0.0,1101368.0,15921.0,455.0,353.0,102.0,0.0,13823.0,38.0,6047.0,7.0,32910.0,22944.0,25069.0,1877.0,4501.0,15598.0,3536.0,5.0,13.0,1452.0,1496.0,412.0,25.0,75.0,1.0,67.0,71.0,0.0,53.0,67.0,10.0,6.0,0.0,2.0
171,08/22/2020 02:00:00 PM,103523,624,1751515.0,28558.0,3.76,0.04,1116918.0,15550.0,441.0,343.0,98.0,-14.0,13864.0,41.0,6047.0,0.0,33135.0,23139.0,25184.0,1895.0,4530.0,15640.0,3546.0,10.0,11.0,1453.0,1501.0,412.0,25.0,75.0,1.0,67.0,72.0,0.0,53.0,67.0,10.0,6.0,0.0,3.0
172,08/23/2020 02:00:00 PM,104102,579,1772656.0,21141.0,3.13,-0.63,1128794.0,11876.0,407.0,308.0,99.0,-34.0,13956.0,92.0,6047.0,0.0,33320.0,23333.0,25276.0,1912.0,4550.0,15711.0,3552.0,6.0,7.0,1455.0,1505.0,412.0,25.0,75.0,1.0,67.0,72.0,0.0,53.0,67.0,10.0,6.0,0.0,3.0
173,08/24/2020 02:00:00 PM,104669,567,1794703.0,22047.0,3.27,0.14,1142924.0,14130.0,407.0,304.0,103.0,0.0,14007.0,51.0,6047.0,0.0,33503.0,23500.0,25343.0,1928.0,4590.0,15805.0,3554.0,2.0,0.0,1459.0,1505.0,413.0,26.0,75.0,1.0,68.0,72.0,0.0,53.0,67.0,10.0,6.0,0.0,4.0
174,08/25/2020 02:00:00 PM,105046,377,1807573.0,12870.0,3.25,-0.02,1150519.0,7595.0,411.0,314.0,97.0,4.0,14051.0,44.0,6056.0,9.0,33622.0,23574.0,25419.0,1936.0,4610.0,15885.0,3564.0,10.0,10.0,1462.0,1508.0,413.0,26.0,77.0,1.0,68.0,75.0,0.0,53.0,67.0,10.0,6.0,0.0,7.0
175,08/26/2020 02:00:00 PM,105486,440,1819950.0,12377.0,3.35,0.1,1157685.0,7166.0,432.0,326.0,106.0,21.0,14090.0,39.0,6061.0,5.0,33753.0,23731.0,25497.0,1946.0,4627.0,15932.0,3574.0,10.0,9.0,1464.0,1513.0,413.0,26.0,77.0,1.0,68.0,75.0,0.0,54.0,67.0,10.0,6.0,0.0,6.0
176,08/27/2020 02:00:00 PM,106063,577,1841425.0,21475.0,3.3,-0.05,1169019.0,11334.0,412.0,305.0,107.0,-20.0,14141.0,51.0,6080.0,19.0,33923.0,23909.0,25593.0,1963.0,4650.0,16025.0,3580.0,6.0,11.0,1468.0,1517.0,415.0,26.0,76.0,1.0,68.0,74.0,0.0,54.0,67.0,10.0,6.0,0.0,5.0
177,08/28/2020 02:00:00 PM,106664,601,1868927.0,27502.0,3.32,0.02,1184606.0,15587.0,412.0,306.0,106.0,0.0,14184.0,43.0,6124.0,44.0,34105.0,24102.0,25669.0,1981.0,4678.0,16129.0,3593.0,13.0,11.0,1471.0,1520.0,415.0,26.0,77.0,1.0,68.0,75.0,0.0,55.0,68.0,10.0,6.0,0.0,4.0
178,08/29/2020 02:00:00 PM,107294,630,1894410.0,25483.0,3.37,0.05,1197189.0,12583.0,387.0,281.0,106.0,-25.0,14217.0,33.0,6124.0,0.0,34300.0,24338.0,25764.0,1999.0,4690.0,16203.0,3603.0,10.0,6.0,1479.0,1522.0,418.0,26.0,77.0,1.0,68.0,75.0,0.0,55.0,69.0,10.0,6.0,0.0,3.0
179,08/30/2020 02:00:00 PM,107791,497,1919515.0,25105.0,3.3,-0.07,1211447.0,14258.0,358.0,251.0,107.0,-29.0,14255.0,38.0,6124.0,0.0,34463.0,24510.0,25848.0,2015.0,4721.0,16234.0,3609.0,6.0,8.0,1486.0,1524.0,419.0,26.0,77.0,1.0,68.0,75.0,0.0,55.0,69.0,10.0,6.0,0.0,3.0
180,08/31/2020 02:00:00 PM,108249,458,1938846.0,19331.0,3.26,-0.04,1222604.0,11157.0,377.0,270.0,107.0,19.0,14303.0,48.0,6124.0,0.0,34611.0,24667.0,25918.0,2022.0,4738.0,16293.0,3612.0,3.0,3.0,1486.0,1526.0,420.0,26.0,77.0,1.0,68.0,75.0,0.0,55.0,69.0,10.0,6.0,0.0,3.0
181,09/01/2020 02:00:00 PM,108863,614,1952501.0,13655.0,3.39,0.13,1230054.0,7450.0,385.0,273.0,112.0,8.0,14337.0,34.0,6976.0,852.0,35080.0,25309.0,24872.0,2061.0,5042.0,16499.0,3617.0,5.0,6.0,1486.0,1527.0,421.0,26.0,78.0,1.0,68.0,76.0,0.0,55.0,69.0,10.0,6.0,0.0,4.0
182,09/02/2020 02:00:00 PM,109319,456,1964931.0,12430.0,3.36,-0.03,1236327.0,6273.0,370.0,257.0,113.0,-15.0,14351.0,14.0,7026.0,50.0,35232.0,25541.0,24952.0,2082.0,5069.0,16443.0,3623.0,6.0,8.0,1488.0,1530.0,423.0,26.0,77.0,1.0,68.0,75.0,0.0,55.0,70.0,10.0,6.0,0.0,2.0
183,09/03/2020 02:00:00 PM,110012,693,1989891.0,24960.0,3.41,0.05,1247593.0,11266.0,382.0,270.0,112.0,12.0,14427.0,76.0,7039.0,13.0,35440.0,25821.0,25021.0,2104.0,5097.0,16529.0,3634.0,11.0,14.0,1491.0,1533.0,423.0,27.0,78.0,0.0,68.0,76.0,0.0,56.0,71.0,10.0,6.0,0.0,1.0
184,09/04/2020 02:00:00 PM,110831,819,2019324.0,29433.0,3.48,0.07,1260634.0,13041.0,395.0,287.0,108.0,13.0,14473.0,46.0,7072.0,33.0,35652.0,26162.0,25106.0,2121.0,5134.0,16656.0,3645.0,11.0,5.0,1490.0,1539.0,424.0,27.0,78.0,0.0,68.0,76.0,0.0,56.0,71.0,10.0,6.0,0.0,1.0
185,09/05/2020 02:00:00 PM,111607,776,2047516.0,28192.0,3.46,-0.02,1272848.0,12214.0,353.0,253.0,100.0,-42.0,14516.0,43.0,7099.0,27.0,35922.0,26475.0,25186.0,2132.0,5161.0,16731.0,3652.0,7.0,7.0,1495.0,1544.0,424.0,27.0,78.0,0.0,68.0,76.0,0.0,56.0,71.0,10.0,6.0,0.0,1.0
186,09/06/2020 02:00:00 PM,112119,512,2064239.0,16723.0,3.63,0.17,1281205.0,8357.0,341.0,245.0,96.0,-12.0,14573.0,57.0,7103.0,4.0,36059.0,26702.0,25235.0,2147.0,5184.0,16792.0,3655.0,3.0,2.0,1497.0,1546.0,425.0,27.0,78.0,0.0,68.0,76.0,0.0,56.0,71.0,10.0,6.0,0.0,1.0
187,09/07/2020 02:00:00 PM,112883,764,2086609.0,22370.0,3.84,0.21,1292306.0,11101.0,362.0,253.0,109.0,21.0,14603.0,30.0,7112.0,9.0,36304.0,26961.0,25307.0,2163.0,5219.0,16929.0,3660.0,5.0,4.0,1501.0,1547.0,425.0,27.0,78.0,0.0,68.0,76.0,0.0,56.0,71.0,10.0,6.0,0.0,1.0
188,09/08/2020 02:00:00 PM,113239,356,2099562.0,12953.0,3.68,-0.16,1297359.0,5053.0,365.0,263.0,102.0,3.0,14636.0,33.0,7142.0,30.0,36403.0,27104.0,25356.0,2167.0,5229.0,16980.0,3663.0,3.0,2.0,1501.0,1550.0,426.0,27.0,78.0,0.0,68.0,76.0,0.0,56.0,71.0,10.0,6.0,0.0,1.0
189,09/09/2020 02:00:00 PM,113575,336,2109473.0,9911.0,3.7,0.02,1301947.0,4588.0,370.0,275.0,95.0,5.0,14672.0,36.0,7157.0,15.0,36495.0,27231.0,25397.0,2176.0,5249.0,17027.0,3672.0,9.0,8.0,1502.0,1551.0,428.0,27.0,78.0,0.0,68.0,76.0,0.0,56.0,71.0,10.0,6.0,0.0,1.0
190,09/10/2020 02:00:00 PM,114078,503,2128024.0,18551.0,3.71,0.01,1309649.0,7702.0,358.0,266.0,92.0,-12.0,14706.0,34.0,7166.0,9.0,36636.0,27439.0,25458.0,2180.0,5274.0,17091.0,3679.0,7.0,10.0,1507.0,1555.0,428.0,27.0,79.0,0.0,69.0,76.0,0.0,56.0,72.0,10.0,6.0,0.0,1.0
191,09/11/2020 02:00:00 PM,114724,646,2150638.0,22614.0,3.76,0.05,1318152.0,8503.0,369.0,280.0,89.0,11.0,14756.0,50.0,7186.0,20.0,36811.0,27655.0,25534.0,2192.0,5323.0,17209.0,3685.0,6.0,4.0,1509.0,1560.0,428.0,27.0,77.0,0.0,68.0,75.0,0.0,55.0,71.0,11.0,6.0,0.0,0.0
192,09/12/2020 02:00:00 PM,115533,809,2183941.0,33303.0,3.72,-0.04,1328919.0,10767.0,361.0,276.0,85.0,-8.0,14796.0,40.0,7221.0,35.0,36979.0,28016.0,25644.0,2210.0,5357.0,17327.0,3693.0,8.0,4.0,1511.0,1564.0,429.0,27.0,77.0,0.0,68.0,75.0,0.0,55.0,71.0,11.0,6.0,0.0,0.0
193,09/13/2020 02:00:00 PM,116110,577,2207458.0,23517.0,3.68,-0.04,1339735.0,10816.0,351.0,262.0,89.0,-10.0,14851.0,55.0,7225.0,4.0,37138.0,28240.0,25706.0,2217.0,5378.0,17431.0,3695.0,2.0,3.0,1513.0,1566.0,430.0,27.0,77.0,0.0,68.0,75.0,0.0,55.0,71.0,11.0,6.0,0.0,0.0
194,09/14/2020 02:00:00 PM,116646,536,2226655.0,19197.0,3.54,-0.14,1348217.0,8482.0,347.0,257.0,90.0,-4.0,14884.0,33.0,7229.0,4.0,37280.0,28441.0,25766.0,2222.0,5402.0,17535.0,3696.0,1.0,9.0,1514.0,1567.0,430.0,27.0,77.0,0.0,68.0,75.0,0.0,55.0,71.0,11.0,6.0,0.0,0.0
195,09/15/2020 02:00:00 PM,117245,599,2245666.0,19011.0,3.62,0.08,1355537.0,7320.0,371.0,278.0,93.0,24.0,14918.0,34.0,7254.0,25.0,37451.0,28642.0,25852.0,2234.0,5418.0,17648.0,3706.0,10.0,9.0,1515.0,1568.0,431.0,27.0,77.0,0.0,68.0,75.0,0.0,55.0,71.0,11.0,6.0,0.0,0.0
196,09/16/2020 02:00:00 PM,117888,643,2272265.0,26599.0,3.44,-0.18,1365070.0,9533.0,347.0,261.0,86.0,-24.0,14959.0,41.0,7286.0,32.0,37639.0,28864.0,25940.0,2249.0,5437.0,17759.0,3712.0,6.0,6.0,1520.0,1572.0,431.0,27.0,77.0,0.0,68.0,75.0,0.0,55.0,71.0,11.0,6.0,0.0,0.0
197,09/17/2020 02:00:00 PM,118519,631,2299608.0,27343.0,3.33,-0.11,1375823.0,10753.0,353.0,270.0,83.0,6.0,15008.0,49.0,7311.0,25.0,37823.0,29083.0,26042.0,2259.0,5463.0,17849.0,3717.0,5.0,5.0,1523.0,1576.0,432.0,27.0,78.0,0.0,69.0,75.0,0.0,55.0,71.0,11.0,6.0,0.0,1.0
198,09/18/2020 02:00:00 PM,119062,543,2324252.0,24644.0,3.21,-0.12,1385805.0,9982.0,347.0,263.0,84.0,-6.0,15070.0,62.0,7351.0,40.0,37992.0,29269.0,26124.0,2266.0,5482.0,17929.0,3724.0,7.0,7.0,1528.0,1577.0,433.0,27.0,78.0,0.0,69.0,76.0,0.0,55.0,72.0,11.0,6.0,0.0,1.0
199,09/19/2020 02:00:00 PM,119744,682,2361383.0,37131.0,3.07,-0.14,1399060.0,13255.0,324.0,249.0,75.0,-23.0,15119.0,49.0,7374.0,23.0,38168.0,29498.0,26212.0,2272.0,5509.0,18085.0,3732.0,8.0,6.0,1532.0,1579.0,433.0,27.0,78.0,0.0,69.0,75.0,0.0,55.0,71.0,11.0,6.0,0.0,1.0
200,09/20/2020 02:00:00 PM,120156,412,2390269.0,28886.0,2.85,-0.22,1409320.0,10260.0,281.0,213.0,68.0,-43.0,15119.0,0.0,7377.0,3.0,38261.0,29686.0,26242.0,2282.0,5521.0,18164.0,3735.0,3.0,7.0,1534.0,1582.0,433.0,27.0,78.0,0.0,69.0,75.0,0.0,55.0,71.0,12.0,6.0,0.0,0.0
201,09/21/2020 02:00:00 PM,120568,412,2407618.0,17349.0,2.75,-0.1,1417061.0,7741.0,290.0,219.0,71.0,9.0,15171.0,52.0,7377.0,0.0,38370.0,29837.0,26305.0,2291.0,5541.0,18224.0,3739.0,4.0,5.0,1534.0,1585.0,433.0,27.0,78.0,0.0,69.0,75.0,0.0,55.0,71.0,12.0,6.0,0.0,0.0
202,09/22/2020 02:00:00 PM,120912,344,2422067.0,14449.0,2.65,-0.11,1423102.0,6041.0,309.0,232.0,77.0,19.0,15237.0,66.0,7394.0,17.0,38481.0,29945.0,26382.0,2293.0,5559.0,18252.0,3748.0,9.0,4.0,1537.0,1588.0,435.0,27.0,80.0,0.0,71.0,76.0,0.0,55.0,71.0,12.0,6.0,0.0,3.0
203,09/23/2020 02:00:00 PM,121297,385,2441225.0,19158.0,2.6,-0.05,1430808.0,7706.0,332.0,253.0,79.0,23.0,15268.0,31.0,7396.0,2.0,38590.0,30087.0,26458.0,2295.0,5574.0,18293.0,3756.0,8.0,12.0,1542.0,1589.0,436.0,27.0,79.0,0.0,71.0,75.0,0.0,55.0,73.0,12.0,6.0,0.0,0.0
204,09/24/2020 02:00:00 PM,121800,503,2464927.0,23702.0,2.57,-0.03,1439779.0,8971.0,349.0,268.0,81.0,17.0,15299.0,31.0,7416.0,20.0,38719.0,30278.0,26527.0,2305.0,5594.0,18377.0,3765.0,9.0,3.0,1543.0,1593.0,436.0,27.0,78.0,0.0,69.0,75.0,0.0,55.0,71.0,12.0,6.0,0.0,0.0
205,09/25/2020 02:00:00 PM,122359,559,2494019.0,29092.0,2.51,-0.05,1450125.0,10346.0,344.0,265.0,79.0,-5.0,15328.0,29.0,7431.0,15.0,38869.0,30474.0,26621.0,2326.0,5616.0,18453.0,3772.0,7.0,8.0,1547.0,1597.0,437.0,28.0,78.0,0.0,69.0,76.0,0.0,55.0,71.0,12.0,6.0,0.0,1.0
206,09/26/2020 02:00:00 PM,122972,613,2525658.0,31639.0,2.56,0.05,1461328.0,11203.0,347.0,266.0,81.0,3.0,15382.0,54.0,7458.0,27.0,38994.0,30635.0,26700.0,2330.0,5634.0,18679.0,3780.0,8.0,7.0,1548.0,1601.0,438.0,28.0,78.0,0.0,69.0,76.0,0.0,55.0,71.0,12.0,6.0,0.0,1.0
207,09/27/2020 02:00:00 PM,123403,431,2555705.0,30047.0,2.57,0.01,1470960.0,9632.0,328.0,238.0,90.0,-19.0,15398.0,16.0,7463.0,5.0,39111.0,30858.0,26766.0,2334.0,5665.0,18669.0,3790.0,10.0,5.0,1552.0,1600.0,438.0,28.0,78.0,0.0,69.0,76.0,0.0,55.0,71.0,12.0,6.0,0.0,1.0
208,09/28/2020 02:00:00 PM,123880,477,2573607.0,17902.0,2.58,0.01,1479219.0,8259.0,315.0,233.0,82.0,-13.0,15428.0,30.0,7476.0,13.0,39257.0,31027.0,26824.0,2344.0,5697.0,18731.0,3793.0,3.0,7.0,1555.0,1603.0,439.0,28.0,78.0,0.0,69.0,76.0,0.0,55.0,71.0,12.0,6.0,0.0,1.0
209,09/29/2020 02:00:00 PM,124311,431,2588690.0,15083.0,2.59,0.01,1485999.0,6780.0,344.0,265.0,79.0,29.0,15460.0,32.0,7509.0,33.0,39382.0,31172.0,26902.0,2354.0,5705.0,18796.0,3802.0,9.0,3.0,1555.0,1607.0,440.0,28.0,78.0,0.0,69.0,75.0,0.0,54.0,72.0,12.0,6.0,0.0,0.0
210,09/30/2020 02:00:00 PM,124725,414,2605913.0,17223.0,2.68,0.09,1493282.0,7283.0,334.0,257.0,77.0,-10.0,15530.0,70.0,7536.0,27.0,39508.0,31329.0,26961.0,2361.0,5724.0,18842.0,3805.0,3.0,2.0,1558.0,1610.0,441.0,28.0,78.0,0.0,69.0,75.0,0.0,54.0,72.0,12.0,6.0,0.0,0.0
211,10/01/2020 02:00:00 PM,125510,785,2629898.0,23985.0,2.88,0.2,1502690.0,9408.0,331.0,257.0,74.0,-3.0,15542.0,12.0,7568.0,32.0,39670.0,31634.0,27061.0,2371.0,5761.0,19013.0,3805.0,0.0,8.0,1559.0,1611.0,441.0,28.0,78.0,0.0,69.0,75.0,0.0,54.0,72.0,12.0,6.0,0.0,0.0
212,10/02/2020 02:00:00 PM,126222,712,2660800.0,30902.0,2.93,0.05,1513563.0,10873.0,323.0,243.0,80.0,-8.0,15574.0,32.0,7606.0,38.0,39848.0,31892.0,27164.0,2383.0,5795.0,19139.0,3806.0,1.0,8.0,1558.0,1614.0,442.0,28.0,78.0,0.0,69.0,75.0,0.0,54.0,72.0,12.0,6.0,0.0,0.0
213,10/03/2020 02:00:00 PM,126819,597,2688866.0,28066.0,2.98,0.05,1522906.0,9343.0,323.0,245.0,78.0,0.0,15670.0,96.0,7652.0,46.0,39985.0,32140.0,27257.0,2395.0,5828.0,19214.0,3813.0,7.0,3.0,1559.0,1614.0,441.0,28.0,78.0,0.0,69.0,75.0,0.0,54.0,72.0,12.0,6.0,0.0,0.0
214,10/04/2020 02:00:00 PM,127290,471,2715230.0,26364.0,3.01,0.03,1532557.0,9651.0,320.0,243.0,77.0,-3.0,15705.0,35.0,7653.0,1.0,40123.0,32303.0,27325.0,2403.0,5853.0,19283.0,3814.0,1.0,6.0,1560.0,1617.0,442.0,28.0,78.0,0.0,69.0,75.0,0.0,54.0,72.0,12.0,6.0,0.0,0.0
215,10/05/2020 02:00:00 PM,127791,501,2734800.0,19570.0,3.02,0.01,1540526.0,7969.0,338.0,253.0,85.0,18.0,15745.0,40.0,7657.0,4.0,40250.0,32480.0,27404.0,2412.0,5891.0,19354.0,3817.0,3.0,7.0,1560.0,1619.0,442.0,28.0,78.0,0.0,69.0,75.0,0.0,54.0,72.0,12.0,6.0,0.0,0.0
216,10/06/2020 02:00:00 PM,128204,413,2752546.0,17746.0,2.95,-0.07,1547023.0,6497.0,360.0,272.0,88.0,22.0,15791.0,46.0,7661.0,4.0,40344.0,32625.0,27473.0,2423.0,5917.0,19422.0,3823.0,6.0,7.0,1563.0,1622.0,442.0,28.0,78.0,0.0,69.0,75.0,0.0,54.0,72.0,12.0,6.0,0.0,0.0
217,10/07/2020 02:00:00 PM,128664,460,2773280.0,20734.0,2.9,-0.05,1555240.0,8217.0,391.0,298.0,93.0,31.0,15843.0,52.0,7665.0,4.0,40466.0,32833.0,27532.0,2431.0,5933.0,19469.0,3829.0,6.0,10.0,1568.0,1625.0,442.0,28.0,78.0,0.0,69.0,75.0,0.0,54.0,72.0,12.0,6.0,0.0,0.0
218,10/08/2020 02:00:00 PM,129425,761,2802303.0,29023.0,2.79,-0.11,1566874.0,11634.0,403.0,305.0,98.0,12.0,15898.0,55.0,7676.0,11.0,40637.0,33120.0,27663.0,2456.0,5957.0,19592.0,3835.0,6.0,6.0,1572.0,1628.0,442.0,28.0,78.0,0.0,69.0,75.0,0.0,54.0,72.0,12.0,6.0,0.0,0.0
219,10/09/2020 02:00:00 PM,130159,734,2829423.0,27120.0,2.87,0.08,1577208.0,10334.0,391.0,295.0,96.0,-12.0,15956.0,58.0,7704.0,28.0,40831.0,33387.0,27768.0,2469.0,5990.0,19714.0,3845.0,10.0,8.0,1574.0,1632.0,443.0,28.0,79.0,0.0,69.0,76.0,0.0,54.0,72.0,12.0,6.0,0.0,1.0
220,10/10/2020 02:00:00 PM,130795,636,2863083.0,33660.0,2.79,-0.08,1589007.0,11799.0,383.0,292.0,91.0,-8.0,16006.0,50.0,7721.0,17.0,40991.0,33625.0,27875.0,2479.0,6024.0,19801.0,3850.0,5.0,5.0,1574.0,1633.0,443.0,28.0,79.0,0.0,69.0,76.0,0.0,54.0,72.0,12.0,6.0,0.0,1.0
221,10/11/2020 02:00:00 PM,131357,562,2892265.0,29182.0,2.83,0.04,1600487.0,11480.0,393.0,303.0,90.0,10.0,16058.0,52.0,7738.0,17.0,41124.0,33858.0,27966.0,2499.0,6050.0,19860.0,3854.0,4.0,6.0,1580.0,1638.0,443.0,28.0,79.0,0.0,69.0,76.0,0.0,55.0,72.0,12.0,6.0,0.0,0.0
222,10/12/2020 02:00:00 PM,131861,504,2916220.0,23955.0,2.76,-0.07,1610574.0,10087.0,384.0,291.0,93.0,-9.0,16107.0,49.0,7738.0,0.0,41236.0,34023.0,28068.0,2507.0,6087.0,19940.0,3859.0,5.0,3.0,1582.0,1639.0,443.0,28.0,78.0,0.0,69.0,75.0,0.0,54.0,72.0,12.0,6.0,0.0,0.0
223,10/13/2020 02:00:00 PM,132343,482,2934933.0,18713.0,2.87,0.11,1618966.0,8392.0,402.0,300.0,102.0,18.0,16150.0,43.0,7744.0,6.0,41453.0,34191.0,28230.0,2525.0,6119.0,19825.0,3868.0,9.0,10.0,1583.0,1642.0,446.0,28.0,78.0,0.0,69.0,75.0,0.0,54.0,72.0,12.0,6.0,0.0,0.0
224,10/14/2020 02:00:00 PM,132918,575,2956824.0,21891.0,3.09,0.22,1627736.0,8770.0,417.0,304.0,113.0,15.0,16215.0,65.0,7812.0,68.0,41603.0,34416.0,28317.0,2536.0,6154.0,19892.0,3877.0,9.0,5.0,1585.0,1645.0,448.0,28.0,78.0,0.0,70.0,75.0,0.0,55.0,72.0,12.0,6.0,0.0,0.0
225,10/15/2020 02:00:00 PM,133548,630,2985460.0,28636.0,3.08,-0.01,1637287.0,9551.0,412.0,303.0,109.0,-5.0,16255.0,40.0,7851.0,39.0,41767.0,34640.0,28418.0,2556.0,6198.0,19969.0,3883.0,6.0,5.0,1587.0,1653.0,448.0,28.0,78.0,0.0,70.0,75.0,0.0,55.0,72.0,12.0,6.0,0.0,0.0
226,10/16/2020 02:00:00 PM,134329,781,3013107.0,27647.0,3.09,0.01,1648128.0,10841.0,416.0,305.0,111.0,4.0,16288.0,33.0,7869.0,18.0,41929.0,34928.0,28561.0,2573.0,6231.0,20107.0,3887.0,4.0,7.0,1587.0,1655.0,448.0,28.0,78.0,0.0,70.0,75.0,0.0,55.0,72.0,12.0,6.0,0.0,0.0
227,10/17/2020 02:00:00 PM,135127,798,3049634.0,36527.0,3.15,0.06,1659777.0,11649.0,422.0,314.0,108.0,6.0,16352.0,64.0,7880.0,11.0,42152.0,35207.0,28708.0,2591.0,6277.0,20192.0,3891.0,4.0,3.0,1589.0,1659.0,448.0,28.0,78.0,0.0,70.0,75.0,0.0,55.0,72.0,12.0,6.0,0.0,0.0
228,10/18/2020 02:00:00 PM,135657,530,3079162.0,29528.0,3.14,-0.01,1671005.0,11228.0,433.0,318.0,115.0,11.0,16435.0,83.0,7890.0,10.0,42282.0,35417.0,28794.0,2602.0,6299.0,20263.0,3891.0,0.0,8.0,1591.0,1660.0,448.0,28.0,78.0,0.0,71.0,75.0,0.0,55.0,72.0,12.0,6.0,0.0,1.0
229,10/19/2020 02:00:00 PM,136154,497,3103833.0,24671.0,3.14,0.0,1680568.0,9563.0,434.0,318.0,116.0,1.0,16475.0,40.0,7892.0,2.0,42415.0,35593.0,28879.0,2610.0,6322.0,20335.0,3895.0,4.0,6.0,1591.0,1661.0,448.0,28.0,78.0,0.0,71.0,75.0,0.0,55.0,72.0,12.0,6.0,0.0,1.0
230,10/20/2020 02:00:00 PM,136744,590,3121799.0,17966.0,3.2,0.06,1688161.0,7593.0,464.0,341.0,123.0,30.0,16516.0,41.0,7926.0,34.0,42567.0,35784.0,28997.0,2629.0,6346.0,20421.0,3904.0,9.0,12.0,1590.0,1664.0,448.0,28.0,78.0,0.0,71.0,75.0,0.0,55.0,72.0,12.0,6.0,0.0,1.0
231,10/21/2020 02:00:00 PM,137236,492,3138875.0,17076.0,3.11,-0.09,1694771.0,6610.0,463.0,332.0,131.0,-1.0,16549.0,33.0,7960.0,34.0,42702.0,35946.0,29085.0,2632.0,6370.0,20501.0,3912.0,8.0,8.0,1593.0,1670.0,448.0,28.0,78.0,0.0,71.0,75.0,0.0,55.0,73.0,12.0,6.0,0.0,0.0
232,10/22/2020 02:00:00 PM,137979,743,3169302.0,30427.0,3.1,-0.01,1705376.0,10605.0,458.0,333.0,125.0,-5.0,16603.0,54.0,7999.0,39.0,42907.0,36207.0,29229.0,2644.0,6401.0,20591.0,3924.0,12.0,10.0,1596.0,1675.0,449.0,28.0,78.0,0.0,71.0,75.0,0.0,55.0,73.0,12.0,6.0,0.0,0.0
